Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Martiniere,715425,30724,Canada,Gold,MDE-16-221,10/17/2016,Gold,Balmoral Resources Ltd.,4348424,Target Outline,Yes,Surface,Discovery,BAR-TSX,0.6995,0.6637,>10 - 100,87.66,83.17,-5.12%,FALSE,380,,,
Lake Carey,732650,31867,Australia,Gold,LCAC018,11/22/2016,Gold,Matsa Resources Limited,4352116,Reserves Development,No,Surface,Extension,MAT-ASX,0.1473,0.1424,>10 - 100,21.32,20.61,-3.33%,FALSE,349,,,
Cinovec,728769,40307,Czech Republic,Lithium,CIW-18,11/16/2016,Lithium,European Metals Holdings Limited,4553386,Prefeas/Scoping,No,Surface,Infill,EMH-ASX,0.4451,0.4437,>10 - 100,55.16,57.42,-0.32%,FALSE,281,,,
Thalanga,716365,25699,Australia,Zinc,TH682,10/20/2016,Copper,Red River Resources Limited,4353695,Preproduction,No,Surface,Infill,RVR-ASX,0.1231,0.1224,>10 - 100,37.46,37.28,-0.58%,FALSE,284,,,
Oro,733296,57557,USA,Copper,SP16-004,11/23/2016,Gold,Southern Silver Exploration Corporation,4354471,Target Outline,No,Surface,Exploration,SSV-TVX,0.2609,0.2591,>10 - 100,21.42,21.27,-0.67%,FALSE,286,,,
Mt Stirling,730453,52564,Australia,Gold,SWC053,11/18/2016,Gold,Torian Resources Limited,4354932,Prefeas/Scoping,No,Surface,Extension,TNR-ASX,0.1158,0.1119,>10 - 100,11.29,10.91,-3.40%,FALSE,351,,,
Martiniere,732624,30724,Canada,Gold,BLD-16-01,11/22/2016,Gold,Balmoral Resources Ltd.,4348424,Target Outline,Yes,Surface,Extension,BAR-TSX,0.6717,0.5712,>10 - 100,84.3,71.68,-14.97%,FALSE,555,,,
Bolgatanga,751938,51169,Ghana,Gold,MNDD035,12/12/2016,Gold,Cardinal Resources Limited,4353801,Reserves Development,No,Surface,Extension,CDV-ASX,0.1751,0.1737,>10 - 100,53.23,52.81,-0.79%,FALSE,290,,,
Martiniere,745178,30724,Canada,Gold,MDE-16-242,12/12/2016,Gold,Balmoral Resources Ltd.,4348424,Target Outline,Yes,Surface,Extension,BAR-TSX,0.5925,0.5368,>10 - 100,74.36,67.36,-9.41%,FALSE,464,,,
Coolgardie,734268,26684,Australia,Gold,PGCL0053,11/28/2016,Gold,Primary Gold Limited,4353445,Feasibility Started,No,In Pit,Infill,PGO-ASX,0.052,0.0502,>10 - 100,23.53,22.92,-3.42%,FALSE,352,,,
Hayes Creek,718316,27039,Australia,Zinc,MBRC048,10/26/2016,Zinc,PNX Metals Limited,4353335,Prefeas/Scoping,No,Surface,Infill,PNX-ASX,0.0183,0.0181,>10 - 100,10.79,10.71,-1.18%,FALSE,297,,,
Point Rousse,709063,27002,Canada,Gold,AE-16-20,10/12/2016,Gold,Anaconda Mining Inc.,4348030,Operating,No,Surface,Extension,ANX-TSX,0.053,0.0523,>10 - 100,11.08,10.95,-1.25%,FALSE,298,,,
Aphrodite,754059,30914,Australia,Gold,APD1339,12/22/2016,Gold,Aphrodite Gold Limited,4348096,Prefeas/Scoping,Yes,Surface,Exploration,AQQ-ASX,0.013,0.0155,<10,9.24,10.97,18.61%,FALSE,72,,,
Sugar Zone,728455,30966,Canada,Gold,WZ-16-42,11/15/2016,Gold,Harte Gold Corporation,4350953,Prefeas/Scoping,Yes,Surface,Extension,HRT-TSX,0.2026,0.2,>10 - 100,71.56,70.93,-1.28%,FALSE,300,,,
Thalanga,708827,25699,Australia,Zinc,TH681,10/12/2016,Zinc,Red River Resources Limited,4353695,Preproduction,No,Surface,Infill,RVR-ASX,0.1359,0.1341,>10 - 100,41.35,40.78,-1.36%,FALSE,301,,,
Sugar Zone,753697,30966,Canada,Gold,WZ-16-45,12/21/2016,Gold,Harte Gold Corporation,4350953,Prefeas/Scoping,Yes,Surface,Extension,HRT-TSX,0.1979,0.2348,>10 - 100,84.41,101.13,18.62%,FALSE,71,,,
Ogden,728600,30988,Canada,Gold,TOG-16-47,11/15/2016,Gold,Metals Creek Resources Corporation,4352232,Target Outline,Yes,Surface,Extension,MEK-TVX,0.0552,0.0453,<10,2.48,2.03,-18.04%,FALSE,604,,,
Thunderbox,744118,31056,Australia,Gold,KHGC103,12/7/2016,Gold,Saracen Mineral Holdings Limited,4354028,Operating,Yes,Underground,Extension,SAR-ASX,0.6637,0.592,>100,535.67,477.81,-10.80%,FALSE,488,,,
Tucano,706051,31112,Brazil,Gold,GCRC19535,10/10/2016,Gold,Beadell Resources Limited,4348500,Operating,Yes,In Pit,Extension,BDR-ASX,0.2691,0.3526,>100,284.57,372.92,31.05%,FALSE,31,,6,"No other results in the top ten, all results came after the reported date."
Tucano,740975,31112,Brazil,Gold,F02214,12/6/2016,Gold,Beadell Resources Limited,4348500,Target Outline,Yes,In Pit,Extension,BDR-ASX,0.2279,0.165,>100,241.04,174.54,-27.59%,FALSE,687,,,
River Valley,746287,31228,Canada,Palladium,DN-T2-06,12/13/2016,Palladium,Pacific North West Capital Corporation,4353165,Reserves Development,Yes,Surface,Extension,NAM-TVX,0.0685,0.0671,<10,2.29,2.24,-2.11%,FALSE,320,,,
Thorn,719861,31250,Canada,Silver,THN16-132,10/31/2016,Gold,Brixton Metals Corporation,4348761,Reserves Development,Yes,Surface,Extension,BBB-TVX,0.3666,0.2736,>10 - 100,14.54,10.85,-25.37%,FALSE,670,,,
Cinovec,725225,40307,Czech Republic,Lithium,CIW-08,11/8/2016,Lithium,European Metals Holdings Limited,4553386,Prefeas/Scoping,No,Surface,Infill,EMH-ASX,0.4923,0.4791,>10 - 100,61,62.01,-2.67%,FALSE,332,,,"Trades as depositary receipt, trading symbol & exchange does not flow in automatically."
Thorn,733765,31250,Canada,Silver,THN16-134,11/24/2016,Gold,Brixton Metals Corporation,4348761,Reserves Development,Yes,Surface,Extension,BBB-TVX,0.2222,0.2367,<10,8.81,9.39,6.54%,FALSE,163,,,
Authier,723475,29166,Canada,Lithium,AL-16-010,11/8/2016,Lithium,Sayona Mining Limited,4349737,Prefeas/Scoping,No,Surface,Extension,SYA-ASX,0.0192,0.0187,>10 - 100,15.42,15.01,-2.67%,FALSE,336,,,
Lac la Hache,705987,31535,Canada,Copper,AZS16-53,10/7/2016,Gold,Engold Mines Ltd.,4350900,Reserves Development,Yes,Surface,Extension,EGM-TVX,0.038,0.09,<10,6.12,15.1,137.22%,FALSE,1,,1,"Re-checked the company's stock prices, as it had major fluctuations in the quarter. Matches the company's website now."
Lac la Hache,719188,31535,Canada,Copper,AZS16-54,10/26/2016,Gold,Engold Mines Ltd.,4350900,Reserves Development,Yes,Surface,Extension,EGM-TVX,0.109,0.059,>10 - 100,18.29,10,-45.33%,FALSE,747,,,
La Platosa/Saltierra,719442,31542,Mexico,Silver,EX16UG274,10/27/2016,Zinc,Excellon Resources Inc.,4350095,Operating,Yes,Underground,Definition,EXN-TSX,1.4244,1.162,>100,106.57,86.94,-18.42%,FALSE,609,,,
Santander,719856,31563,Peru,Zinc,MC-181-16,10/31/2016,Zinc,Trevali Mining Corporation,4354970,Operating,Yes,Underground,Extension,TV-TSX,0.7407,0.8948,>100,295.65,359.2,20.80%,FALSE,59,,9,"No other results in the top ten, all results came after the reported date."
Seymour Lake,745267,32093,Canada,Lithium,SL-16-54,12/12/2016,Lithium,Ardiden Limited,4354600,Target Outline,No,Surface,Metallurgical,ADV-ASX,0.0216,0.021,>10 - 100,17.7,17.19,-2.86%,FALSE,341,,,
Labrador Trough,725725,70363,Canada,Copper,16HK-07,11/8/2016,Nickel,Northern Shield Resources Inc.,4352914,Target Outline,No,Surface,Exploration,NRN-TVX,0.1156,0.1118,>10 - 100,22.97,22.21,-3.31%,FALSE,347,,,
Santander,747372,31563,Peru,Zinc,MN-187-16,12/15/2016,Zinc,Trevali Mining Corporation,4354970,Operating,Yes,Underground,Extension,TV-TSX,0.9696,0.8427,>100,389.22,338.42,-13.09%,FALSE,524,,,
Paterson North,738894,77255,Australia,Gold,PNA014,12/5/2016,Gold,Sipa Resources Limited,4354307,Target Outline,No,Surface,Exploration,SRI-ASX,0.0119,0.0115,>10 - 100,11.09,10.68,-3.70%,FALSE,359,,,
Copler,750578,31566,Turkey,Gold,YNDD026,12/19/2016,Gold,Alacer Gold Corp.,4347869,Expansion,Yes,Surface,Extension,ASR-TSX,1.3543,1.8019,>100,395.51,526.43,33.05%,FALSE,29,,5,
Woolgar,739275,28094,Australia,Gold,LR0290,12/6/2016,Gold,Strategic Minerals Corporation N.L.,4354594,Reserves Development,No,Surface,Extension,SMC-ASX,0.223,0.2142,>10 - 100,13.99,13.43,-3.98%,FALSE,364,,,
Cloncurry,735492,31804,Australia,Copper,HA003,11/29/2016,Copper,Altona Mining Limited,4347955,Feasibility Complete,Yes,Surface,Extension,AOH-ASX,0.1011,0.0943,>10 - 100,54.27,50.65,-6.67%,FALSE,414,,,
Rio Grande,745873,40801,Brazil,Phosphate,TED-16-084,12/13/2016,Phosphate,Aguia Resources Limited,4347846,Feasibility Started,No,Surface,Infill,AGR-ASX,0.3261,0.3149,>10 - 100,29.47,28.45,-3.45%,FALSE,353,,,
Junior Lake,738950,31810,Canada,Nickel,0416-547,12/5/2016,Gold,Landore Resources Limited,4351749,Prefeas/Scoping,Yes,Surface,Extension,LND-AIMLSE,0.0386,0.037,>10 - 100,27.06,25.92,-4.22%,FALSE,371,,,
Fraser Range North,721812,50846,Australia,Nickel,16BKRC004,11/4/2016,Gold,Windward Resources Limited,4414507,Target Outline,No,Surface,Extension,829440,0.1459,0.1407,>10 - 100,15.77,15.21,-3.54%,FALSE,355,,,"Acquired by Independence Group NL on 12/7/2016, entered the historical key funding."
Royal Mines of Zacualpan,745661,34011,Mexico,Silver,UG4-01,12/13/2016,Silver,IMPACT Silver Corp.,4351188,Operating,No,Underground,Extension,IPT-TVX,0.5026,0.4846,>10 - 100,43.01,41.46,-3.59%,FALSE,356,,,
Miyabi,705039,32191,Tanzania,Gold,MBRC449,10/4/2016,Gold,Rift Valley Resources Limited,4353807,Reserves Development,Yes,Surface,Extension,RVY-ASX,0.0184,0.0152,>10 - 100,10.92,9.03,-17.26%,FALSE,595,,,
Polar Bear,718190,33294,Australia,Gold,SPBD0345,10/24/2016,Gold,S2 Resources Limited,4634545,Reserves Development,No,Surface,Extension,S2R-ASX,0.3381,0.3241,>10 - 100,80.34,77.01,-4.16%,FALSE,370,,,
Maniitsoq,748079,41534,Greenland,Nickel,MQ-16-122,12/16/2016,Nickel,North American Nickel Inc.,4363801,Target Outline,No,Surface,Extension,NAN-TVX,0.0748,0.0719,>10 - 100,27.61,26.51,-3.83%,FALSE,362,,,
Kavaklitepe,748656,52570,Turkey,Gold,KT-18A,12/20/2016,Gold,Zenith Minerals Limited,4355607,Target Outline,No,Surface,Extension,ZNC-ASX,0.0726,0.0698,>10 - 100,12.62,12.14,-3.83%,FALSE,363,,,
Bundarra,745987,32716,Australia,Gold,BRC018,12/14/2016,Gold,Bligh Resources Limited,4348623,Feasibility Started,Yes,In Pit,Extension,BGH-ASX,0.0225,0.0202,<10,4.78,4.5,-10.05%,FALSE,474,,,
Chester,736537,32761,Canada,Copper,1571-16-001,11/30/2016,Copper,Explor Resources Inc.,4350107,Reserves Development,Yes,Surface,Extension,EXS-TVX,0.0632,0.0523,<10,8.09,6.94,-17.29%,FALSE,596,,,
Block 14,728722,41856,Sudan,Gold,MET014DD,11/16/2016,Gold,Orca Gold Inc.,4348870,Prefeas/Scoping,No,Surface,Metallurgical,ORG-TVX,0.2746,0.2634,>10 - 100,31.11,29.84,-4.08%,FALSE,367,,,
Committee Bay,704456,32801,Canada,Gold,16TB149,10/3/2016,Gold,Auryn Resources Inc.,4359926,Reserves Development,Yes,Surface,Extension,AUG-TSX,2.2603,2.0926,>100,150.23,139.43,-7.42%,FALSE,432,,,
Hera,731411,32802,Australia,Gold,HRUD370,11/22/2016,Gold,Aurelia Metals Limited,4355535,Expansion,Yes,Underground,Exploration,AMI-ASX,0.0921,0.1125,>10 - 100,35.73,43.63,22.11%,FALSE,53,,,
Mt Coolon,750831,26772,Australia,Gold,KLRD0018,12/20/2016,Gold,GBM Resources Limited,4350356,Prefeas/Scoping,No,Surface,Infill,GBZ-ASX,0.0109,0.0103,<10,8.85,8.37,-5.52%,FALSE,387,,,
Hera,736651,32802,Australia,Gold,HRUD374,12/1/2016,Zinc,Aurelia Metals Limited,4355535,Expansion,Yes,Underground,Exploration,AMI-ASX,0.096,0.1087,>10 - 100,37.25,42.17,13.22%,FALSE,100,,,
Hera,746280,32802,Australia,Gold,HRUD386,12/13/2016,Gold,Aurelia Metals Limited,4355535,Expansion,Yes,Underground,Extension,AMI-ASX,0.1125,0.0977,>10 - 100,43.63,37.91,-13.11%,FALSE,525,,,
Mallee Bull,719730,28701,Australia,Copper,MBDD027,10/28/2016,Gold,Peel Mining Limited,4353270,Prefeas/Scoping,No,Surface,Extension,PEX-ASX,0.1253,0.1195,>10 - 100,18.96,18.08,-4.63%,FALSE,374,,,
Jokisivu,716765,32864,Finland,Gold,HU/JS-748,10/20/2016,Gold,Dragon Mining Limited,4349799,Operating,Yes,Underground,Extension,DRA-ASX,0.2039,0.2257,>10 - 100,18.12,20.05,10.67%,FALSE,118,,,
Turner River Gold,747799,32897,Australia,Gold,BGRC125,12/16/2016,Gold,De Grey Mining Limited,4349666,Reserves Development,Yes,Surface,Extension,DEG-ASX,0.0258,0.0272,<10,4.46,4.71,5.55%,FALSE,173,,,
Las Chispas,727699,77989,Mexico,Silver,SC_CS12_11.14.2016,11/14/2016,Gold,SilverCrest Metals Inc.,4677325,Target Outline,No,Underground,Exploration,SIL-TVX,1.7378,1.6549,>10 - 100,73.93,70.4,-4.77%,FALSE,378,,,
Spargoville,723220,33167,Australia,Gold,LWRC0003,11/7/2016,Gold,Maximus Resources Limited,4352125,Advanced Exploration,Yes,Surface,Extension,MXR-ASX,0.0023,0.0022,<10,5.61,5.44,-3.06%,FALSE,344,,,
Spargoville,731988,33167,Australia,Gold,SPRC004,11/22/2016,Gold,Maximus Resources Limited,4352125,Reserves Development,Yes,Surface,Extension,MXR-ASX,0.0029,0.0022,<10,7.19,5.49,-23.68%,FALSE,650,,,
Spargoville,751136,33167,Australia,Gold,MXLWRC003,12/21/2016,Gold,Maximus Resources Limited,4352125,Reserves Development,Yes,Surface,Exploration,MXR-ASX,0.0022,0.0022,<10,5.3,5.41,1.93%,FALSE,225,,,
Halls Creek,718375,33192,Australia,Gold,WNRC16012,10/26/2016,Gold,Pantoro Limited,4353164,Expansion,Yes,In Pit,Extension,PNR-ASX,0.126,0.1283,>10 - 100,93.27,94.96,1.81%,FALSE,227,,,
Lake Carey,727889,31867,Australia,Gold,16LCDD011,11/15/2016,Gold,Matsa Resources Limited,4352116,Reserves Development,No,Surface,Infill,MAT-ASX,0.1506,0.142,>10 - 100,21.79,20.55,-5.72%,FALSE,389,,,
Palmarejo Complex,707002,33196,Mexico,Silver,DC3-GPE-0037,10/10/2016,Gold,"Coeur Mining, Inc.",4349317,Operating,Yes,Underground,Infill,CDE-US,10.96,10.99,>100,"1,836.52","1,871.88",0.27%,FALSE,252,,,
Mt York,748092,26830,Australia,Gold,KMYD003,12/19/2016,Gold,Kairos Minerals Limited,4352482,Reserves Development,No,Surface,Extension,KAI-ASX,0.0233,0.022,<10,9.07,8.54,-5.76%,FALSE,391,,,
Kitgum-Pader,730032,51532,Uganda,Nickel,AKD017,11/17/2016,Nickel,Sipa Resources Limited,4354307,Target Outline,No,Surface,Extension,SRI-ASX,0.0127,0.012,>10 - 100,11.81,11.13,-5.75%,FALSE,390,,,
Langis,715916,27153,Canada,Silver,LM-16-04,10/18/2016,Silver,Brixton Metals Corporation,4348761,Target Outline,No,Surface,Exploration,BBB-TVX,0.3727,0.3507,>10 - 100,14.78,13.91,-5.92%,FALSE,397,,,
Polar Bear,732028,33294,Australia,Gold,SPBD0107,11/22/2016,Gold,S2 Resources Limited,4634545,Reserves Development,Yes,Surface,Extension,S2R-ASX,0.2873,0.2024,>10 - 100,68.28,49.8,-29.55%,FALSE,705,,,
Mt Roberts-Cottee,736773,78071,Australia,Gold,MRRC0032,12/1/2016,Gold,Alt Resources Limited,4576587,Target Outline,No,Surface,Extension,ARS-ASX,0.0738,0.0696,<10,4.78,4.53,-5.80%,FALSE,392,,,
Tropicana,747060,33405,Australia,Gold,HSD122,12/15/2016,Gold,Independence Group NL,4351204,Operating,Yes,Surface,Extension,IGO-ASX,3.1421,3.1948,>100,"1,843.49","1,874.40",1.68%,FALSE,236,,,
Tropicana,747356,33405,Australia,Gold,BSD077,12/15/2016,Gold,AngloGold Ashanti Limited,4209952,Operating,Yes,Surface,Extension,ANG-JSE,10.7326,11.2769,>100,"4,378.93","4,603.51",5.07%,FALSE,182,,,
Queen Victoria Rocks,733904,30343,Australia,Nickel,QVD10,11/25/2016,Nickel,Hannans Ltd,4350930,Target Outline,No,Surface,Exploration,HNR-ASX,0.0133,0.0125,>10 - 100,21.97,21.01,-6.18%,FALSE,403,,,
Kalgoorlie North,753810,33469,Australia,Gold,KNC160015,12/22/2016,Gold,Excelsior Gold Limited,4350096,Operating,Yes,In Pit,Extension,EXG-ASX,0.0152,0.0184,>10 - 100,12.27,14.76,21.03%,FALSE,57,,,
Blue Spec Shear,720706,33567,Australia,Gold,16BSDH004,11/1/2016,Gold,Novo Resources Corporation,4352943,Prefeas/Scoping,Yes,Surface,Extension,NVO-TVX,0.9549,0.7911,>10 - 100,88.84,73.6,-17.16%,FALSE,591,,,
Upper Kobuk Mineral Projects,719384,33051,USA,Copper,AR16-0148,10/27/2016,Copper,Trilogy Metals Inc.,4352938,Prefeas/Scoping,No,Surface,Infill,TMQ-TSX,0.5173,0.4842,>10 - 100,54.46,50.97,-6.40%,FALSE,408,,,
Blue Spec Shear,735978,33567,Australia,Gold,16BSDH027,11/29/2016,Gold,Novo Resources Corporation,4352943,Prefeas/Scoping,Yes,Surface,Extension,NVO-TVX,0.7455,0.5972,>10 - 100,69.35,55.56,-19.89%,FALSE,624,,,
Sinclair,705922,33743,Australia,Nickel,SNRC019,10/7/2016,Nickel,Talisman Mining Limited,4354710,Target Outline,Yes,Surface,Exploration,TLM-ASX,0.2913,0.2963,>10 - 100,54.1,55.02,1.69%,FALSE,234,,,
Red Rabbit,716046,33750,Turkey,Gold,KTP-RC15-16,10/19/2016,Gold,Ariana Resources Plc,4348158,Construction Started,Yes,Surface,Extension,AAU-AIMLSE,0.0206,0.0202,>10 - 100,17.35,16.96,-2.23%,FALSE,324,,,
Angilak,725816,36109,Canada,U3O8,KIV-16-T03,11/8/2016,U3O8,Kivalliq Energy Corporation,4351635,Reserves Development,No,Surface,Extension,KIV-TVX,0.056,0.0522,>10 - 100,12.36,11.52,-6.74%,FALSE,415,,,
Forrest,711981,76808,Australia,Copper,FWAC098,10/14/2016,Gold,RNI NL,4353757,Target Outline,No,Surface,Exploration,AUR-ASX,0.0453,0.0422,>10 - 100,11.85,12.11,-6.75%,FALSE,416,,,
Suplejack,742946,33823,Australia,Gold,TYRD100003,12/7/2016,Gold,ABM Resources NL,4347760,Reserves Development,Yes,Surface,Extension,ABU-ASX,0.1268,0.0753,>10 - 100,47.37,28.15,-40.57%,FALSE,742,,,
Croinor,705855,25899,Canada,Gold,CR 16-484,10/6/2016,Gold,Monarques Gold Corporation,4352550,Prefeas/Scoping,No,Surface,Extension,MQR-TVX,0.3183,0.2961,>10 - 100,39.11,36.52,-6.97%,FALSE,419,,,
Back Forty,732605,33931,USA,Gold,LK-16-514,11/22/2016,Gold,Aquila Resources Inc.,4348108,Feasibility Started,Yes,Surface,Extension,AQA-TSX,0.1679,0.1561,>10 - 100,39.36,36.6,-7.03%,FALSE,421,,,
Okvau-Ochung,738772,37515,Cambodia,Gold,DD16OKV299,12/2/2016,Gold,Emerald Resources NL,4659815,Feasibility Started,No,Surface,Infill,EMR-ASX,0.0311,0.0289,>10 - 100,65.55,60.94,-7.03%,FALSE,422,,,
Pioneer Dome,745785,33967,Australia,Lithium,PDRC074,12/13/2016,Tantalum,Pioneer Resources Limited,4353360,Target Outline,Yes,Surface,Extension,PIO-ASX,0.0165,0.0145,>10 - 100,17.12,15.02,-12.23%,FALSE,509,,,
Andy Well,732990,37760,Australia,Gold,WBUG1126,11/23/2016,Gold,Doray Minerals Limited,4349786,Operating,No,Underground,Extension,DRM-ASX,0.3986,0.3748,>100,142.26,133.77,-5.97%,FALSE,398,,,
Timok,715393,33986,Serbia,Copper,TC150078,10/17/2016,Copper,Nevsun Resources Limited,4352744,Prefeas/Scoping,Yes,Surface,Infill,NSU-TSX,2.7524,2.7368,>100,827.01,822.3,-0.57%,FALSE,283,,,
Timok,732594,33986,Serbia,Copper,TC150073 and TC150073B Extension,11/22/2016,Copper,Nevsun Resources Limited,4352744,Prefeas/Scoping,Yes,Surface,Extension,NSU-TSX,3.0674,3.3052,>100,921.65,993.09,7.75%,FALSE,150,,,
Doolgunna,715611,60620,Australia,Copper,CBDD001,10/18/2016,Zinc,RNI NL,4353757,Target Outline,No,Surface,Exploration,AUR-ASX,0.0457,0.0423,>10 - 100,11.96,12.13,-7.47%,FALSE,433,,,
Timok,742926,33986,Serbia,Copper,TC160117,12/7/2016,Copper,Nevsun Resources Limited,4352744,Prefeas/Scoping,Yes,Surface,Infill,NSU-TSX,3.1382,3.1735,>100,942.91,953.54,1.13%,FALSE,245,,,
Banfora,718965,34094,Burkina Faso,Gold,BNDD3833,10/26/2016,Gold,Teranga Gold Corporation,4354784,Feasibility Started,Yes,Surface,Extension,TGZ-TSX,4.4188,3.4882,>100,417.63,329.68,-21.06%,FALSE,635,,,
Wa-Lawra,717471,34195,Ghana,Gold,JORC078,10/24/2016,Gold,Azumah Resources Limited,4348386,Feasibility Complete,Yes,Surface,Extension,AZM-ASX,0.0334,0.0286,>10 - 100,19.48,16.68,-14.35%,FALSE,549,,,
Wa-Lawra,745045,34195,Ghana,Gold,JORC089,12/12/2016,Gold,Azumah Resources Limited,4348386,Feasibility Complete,Yes,Surface,Exploration,AZM-ASX,0.0253,0.0246,>10 - 100,14.76,14.34,-2.86%,FALSE,340,,,
Botswana,719740,38696,Botswana,Copper,MO-G-52D,10/28/2016,Copper,MOD Resources Limited,4352535,Prefeas/Scoping,No,Surface,Infill,MOD-ASX,0.022,0.0202,>10 - 100,31.08,28.46,-8.43%,FALSE,443,,,
Neita,705579,34207,Dominican Republic,Gold,LP16-114,10/5/2016,Gold,Unigold Inc.,4355070,Reserves Development,Yes,Surface,Extension,UGD-TVX,0.2356,0.2247,>10 - 100,10.75,10.25,-4.64%,FALSE,375,,,
Neita,720760,34207,Dominican Republic,Gold,LP16-123,11/2/2016,Gold,Unigold Inc.,4355070,Reserves Development,Yes,Surface,Extension,UGD-TVX,0.2466,0.205,>10 - 100,11.25,9.35,-16.88%,FALSE,585,,,
Red Rabbit,709039,33750,Turkey,Gold,KTP-RC21-16,10/12/2016,Gold,Ariana Resources Plc,4348158,Construction Started,No,In Pit,Extension,AAU-AIMLSE,0.0214,0.0195,>10 - 100,18.01,16.45,-8.66%,FALSE,448,,,
Neita,747746,34207,Dominican Republic,Gold,LP16-128,12/15/2016,Gold,Unigold Inc.,4355070,Reserves Development,Yes,Surface,Extension,UGD-TVX,0.1985,0.237,<10,9.06,10.81,19.39%,FALSE,65,,,
Kun-Manie,746302,34218,Russia,Nickel,C420,12/14/2016,Nickel,Amur Minerals Corporation,4348026,Feasibility Started,Yes,Surface,Extension,AMC-AIMLSE,0.1167,0.1229,>10 - 100,69.4,73.07,5.28%,FALSE,180,,,
Pine,715979,34239,Canada,Copper,284-3-93-DPN,10/18/2016,Zinc,Callinex Mines Inc.,4348845,Reserves Development,Yes,Surface,Discovery,CNX-TVX,0.2738,0.4104,>10 - 100,17.03,25.52,49.85%,FALSE,10,,,Two results in the top ten. Removed this result as a duplicate and left in the higher ranked result from 10/ 11/2016.
North Telfer,747844,34241,Australia,Gold,16MYC0049,12/16/2016,Gold,Antipa Minerals Limited,4348081,Target Outline,Yes,Surface,Extension,AZY-ASX,0.0184,0.0162,>10 - 100,21.58,18.96,-12.14%,FALSE,508,,,
Yandal,718216,34262,Australia,Gold,JAC085,10/26/2016,Gold,Echo Resources Limited,4349883,Feasibility Started,Yes,Surface,Extension,EAR-ASX,0.1832,0.166,>10 - 100,31.85,28.85,-9.42%,FALSE,465,,,
Karlawinda,720973,35901,Australia,Gold,KBRC005,11/2/2016,Gold,Capricorn Metals Ltd,4352012,Feasibility Started,No,In Pit,Infill,CMM-ASX,0.0843,0.0775,>10 - 100,26.57,24.43,-8.03%,FALSE,440,,,
Singida,704298,34364,Tanzania,Gold,SC679,10/3/2016,Gold,Shanta Gold Limited,4354148,Feasibility Started,Yes,Surface,Extension,SHG-AIMLSE,0.1462,0.1524,>10 - 100,85.21,88.85,4.27%,FALSE,198,,,
Root Lake,715992,37725,Canada,Lithium,CM-CH-16-01,10/19/2016,Lithium,Ardiden Limited,4354600,Reserves Development,No,Surface,Exploration,ADV-ASX,0.023,0.0208,>10 - 100,18.82,17.06,-9.35%,FALSE,461,,,
Tampia,745646,49958,Australia,Gold,THRC093,12/13/2016,Gold,Explaurum Limited,4350040,Prefeas/Scoping,No,Surface,Exploration,EXU-ASX,0.0525,0.0478,>10 - 100,18.26,16.62,-8.97%,FALSE,453,,,
Mount Isa,711482,34436,Australia,Copper,SCRC001,10/14/2016,Copper,Hammer Metals Limited,4352268,Reserves Development,Yes,Surface,Extension,HMX-ASX,0.0408,0.0422,<10,8.03,8.32,3.61%,FALSE,204,,,
Lake Mackay,727406,34606,Australia,Gold,16GRRC003,11/14/2016,Copper,Independence Group NL,4351204,Target Outline,Yes,Surface,Extension,IGO-ASX,3.6627,3.271,>100,"2,148.88","1,919.09",-10.69%,FALSE,486,,,
Gold Springs,705904,24781,USA,Gold,T-16-003,10/6/2016,Gold,TriMetals Mining Inc.,4354444,Prefeas/Scoping,No,Surface,Extension,TMI-TSX,0.2236,0.2024,>10 - 100,58.97,53.27,-9.46%,FALSE,466,,,
Paisali,733099,37201,Thailand,Iron Ore,16SCDD007,11/24/2016,Copper,Matsa Resources Limited,4352116,Exploration,No,Surface,Extension,MAT-ASX,0.1662,0.1503,>10 - 100,24.05,21.76,-9.55%,FALSE,467,,,
Logrosan,745501,78221,Spain,Gold,M075,12/12/2016,Antimony,Metal Tiger Plc,4567711,Exploration,No,Surface,Exploration,MTR-AIMLSE,0.0199,0.0179,>10 - 100,13.12,13.87,-9.78%,FALSE,468,,,
Murchison,738964,26727,Australia,Gold,16MORC057,12/6/2016,Gold,Musgrave Minerals Limited,4352640,Operating,No,Surface,Extension,MGV-ASX,0.056,0.0509,>10 - 100,10.09,9.17,-9.10%,FALSE,457,,,
Aucu,706364,37914,Kyrgyzstan,Copper,ERC16-033,10/10/2016,Gold,White Cliff Minerals Limited,4355378,Reserves Development,No,Surface,Extension,WCN-ASX,0.0067,0.0061,>10 - 100,11.58,10.43,-9.96%,FALSE,473,,,
Promontorio,718109,34971,Mexico,Silver,LN-42-16,10/25/2016,Silver,Kootenay Silver Inc.,4351665,Reserves Development,No,Surface,Infill,KTN-TVX,0.3033,0.2725,>10 - 100,52.75,47.4,-10.14%,FALSE,476,,,
