Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Reported Date (mm/dd/yyyy),Reporting Company ,Reporting Company ID ,Primary Interval Commodity ,Hole ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Interval Value (m-$/tonne) (Reported-meter/t),Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,Rank,Relevant asterisk/ footnote,New Rank,Notes
Feysville,916272,32713,Australia,Gold,6/13/2017,Anglo Australian Resources NL,4348058,Gold,FVA091,Target Outline,No,Surface,Extension,754.605,AAR-ASX,0.038,0.031,<10,9.73,7.9,-18.70%,709,,,
Monster Lake,899034,39230,Canada,Gold,5/11/2017,IAMGOLD Corporation,4351155,Gold,ML-17-194,Target Outline,Yes,Surface,Extension,"16,061.46",IMG-TSX,4.064,4.457,>100,"1,887.99","2,070.77",9.70%,138,,,
Caylloma,902625,33593,Peru,Silver,5/18/2017,Fortuna Silver Mines Inc.,4350256,Zinc,ANIS044416,Operating,Yes,Underground,Extension,"3,713.32",FVI-TSX,4.721,5.178,>100,751.68,824.42,9.70%,139,,,
Eagle River,909995,26807,Canada,Gold,5/31/2017,Wesdome Gold Mines Limited,4355310,Gold,303,Operating,Yes,Underground,Extension,"17,475.96",WDO-TSX,2.28,2.478,>100,302.28,328.56,8.70%,149,,,
Windfall Lake,898912,30439,Canada,Gold,5/10/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-834,Prefeas/Scoping,Yes,Surface,Infill,"65,906.88",OSK-TSX,3.255,3.527,>100,604.42,655.05,8.40%,154,,,
Cochrane Hill,921851,26092,Canada,Gold,6/20/2017,Atlantic Gold Corporation,4354510,Gold,CH-17-184,Feasibility Started,Yes,Surface,Definition,"9,122.12",AGB-TVX,1.075,1.165,>100,189.25,205.7,8.40%,155,,,
Fifteen Mile Stream,921937,26094,Canada,Gold,6/20/2017,Atlantic Gold Corporation,4354510,Gold,FMS-17-141,Prefeas/Scoping,Yes,Underground,Definition,"3,884.09",AGB-TVX,1.075,1.165,>100,189.25,205.7,8.40%,155,,,
Castle Mountain,908955,25452,USA,Gold,5/30/2017,NewCastle Gold Ltd.,4399786,Gold,CMM-130C,Prefeas/Scoping,Yes,Surface,Extension,"11,993.00",NCA-TSX,0.692,0.75,>100,128.71,139.42,8.30%,158,,,
Altan Nar,896190,39511,Mongolia,Gold,5/4/2017,Erdene Resource Development Corporation,4216456,Gold,BKD-98,Reserves Development,Yes,Surface,Extension,"21,476.32",ERD-TSX,0.825,0.893,>100,120.01,129.94,8.30%,159,,,
El Aguila,938235,33496,Mexico,Gold,6/28/2017,Gold Resource Corporation,4350537,Zinc,517108,Operating,Yes,Underground,Extension,"4,259.63",GORO-US,4.01,4.33,>100,227.93,246.12,8.00%,162,,,
Timok,936951,33986,Serbia,Copper,6/29/2017,Nevsun Resources Limited,4352744,Copper,TC170131A,Prefeas/Scoping,Yes,Surface,Exploration,"44,589.85",NSU-TSX,2.344,2.526,>100,707.7,762.67,7.80%,167,,,
Castle Mountain,912357,25452,USA,Gold,6/6/2017,NewCastle Gold Ltd.,4399786,Gold,CMM-161,Prefeas/Scoping,Yes,Surface,Definition,"12,141.92",NCA-TSX,0.667,0.717,>100,124.06,133.44,7.60%,169,,,
Heath Steele,896815,27125,Canada,Zinc,5/5/2017,Trevali Mining Corporation,4354970,Copper,HS17-001,Closed,Yes,Surface,Metallurgical,"18,994.31",TV-TSX,0.816,0.878,>100,329.44,354.32,7.60%,170,,,
Hope Bay,905140,30401,Canada,Gold,5/23/2017,TMAC Resources Inc.,4379814,Gold,TM50049,Operating,Yes,Underground,Extension,"2,196.17",TMR-TSX,10.937,11.749,>100,918.81,986.97,7.40%,172,,,
Saramacca,901081,53412,Suriname,Gold,5/15/2017,IAMGOLD Corporation,4351155,Gold,SMDD17-110,Exploration,Yes,Surface,Infill,"13,426.76",IMG-TSX,4.19,4.484,>100,"1,946.62","2,083.14",7.00%,177,,,
Yaramoko,897212,36130,Burkina Faso,Gold,5/8/2017,Roxgold Inc.,4353901,Gold,YRM-17-DD-BGS-164,Operating,Yes,Surface,Extension,"12,693.12",ROXG-TSX,0.847,0.907,>100,314.69,336.39,7.00%,178,,,
Gold Mesa,924156,66237,USA,Gold,6/22/2017,Gold Resource Corporation,4350537,Silver,GMA-121,Target Outline,No,Surface,Extension,"1,150.55",GORO-US,3.84,4.1,>100,218.26,233.04,6.80%,181,,,
Castle Mountain,894722,25452,USA,Gold,5/2/2017,NewCastle Gold Ltd.,4399786,Gold,CMM-202C,Prefeas/Scoping,Yes,In Pit,Definition,"1,597.52",NCA-TSX,0.652,0.694,>100,120.04,129.11,6.50%,186,,,
Cusi,911928,28897,Mexico,Silver,6/5/2017,Sierra Metals Inc.,4438708,Silver,DC12B509,Operating,Yes,Surface,Definition,"5,545.87",SMT-TSX,2.301,2.451,>100,374.32,398.72,6.50%,187,,,
Nullagine,888304,29713,Australia,Gold,4/26/2017,Millennium Minerals Limited,4352289,Gold,CORD049,Expansion,Yes,Surface,Definition,"6,143.47",MOY-ASX,0.174,0.141,>100,135.89,110.27,-18.90%,710,,,
Los Filos,879387,30515,Mexico,Gold,4/12/2017,LeaGold Mining Corporation,4822391,Gold,BD-02-16,Operating,Yes,Surface,Infill,"31,267.93",LMC-TSX,1.993,2.112,>100,273.27,289.68,6.00%,194,,,
Paupong,897404,70827,Australia,Gold,5/9/2017,Alt Resources Limited,4576587,Silver,PDD017,Target Outline,No,Surface,Exploration,218.988,ARS-ASX,0.037,0.03,<10,2.46,1.98,-19.40%,714,,,
Taylor,936943,26625,Canada,Gold,6/27/2017,Kirkland Lake Gold Ltd.,4351630,Gold,T100-107,Operating,Yes,Underground,Extension,"4,012.29",KL-TSX,8.889,9.345,>100,"1,857.20","1,956.80",5.10%,208,,,
Snake Well,877693,26663,Australia,Gold,4/11/2017,Kalamazoo Resources Limited,4472316,Gold,MJAZRC003,Prefeas/Scoping,Yes,Surface,Extension,"3,071.74",KZR-ASX,0.128,0.102,>10 - 100,10.62,8.48,-20.20%,720,,,
Hermosa,885822,24881,USA,Silver,4/20/2017,Arizona Mining Inc.,4355390,Lead,HDS-425,Prefeas/Scoping,Yes,Surface,Infill,"19,143.46",AZ-TSX,1.421,1.486,>100,354.76,371.08,4.60%,216,,,
El Limon-Guajes,918279,30934,Mexico,Gold,6/19/2017,Torex Gold Resources Inc.,4354930,Gold,SST-54,Operating,Yes,Surface,Extension,"18,155.67",TXG-TSX,17.212,17.987,>100,"1,372.95","1,435.29",4.50%,217,,,
Yauricocha,892865,27747,Peru,Silver,5/1/2017,Sierra Metals Inc.,4438708,Zinc,MAS-30,Operating,Yes,Underground,Extension,"15,213.19",SMT-TSX,2.384,2.489,>100,387.84,404.87,4.40%,219,,,
Macassa,938071,26019,Canada,Gold,6/28/2017,Kirkland Lake Gold Ltd.,4351630,Gold,53-3144,Operating,Yes,Underground,Extension,"86,349.14",KL-TSX,9.07,9.454,>100,"1,894.91","1,979.64",4.20%,221,,,
Cascabel,929729,40393,Ecuador,Copper,6/23/2017,SolGold Plc,4354410,Copper,CSD?16?012,Target Outline,Yes,Surface,Extension,"89,211.72",SOLG-AIMLSE,0.494,0.514,>100,746.41,779.24,4.10%,225,,,
Golden Hill,887195,40809,Burkina Faso,Gold,4/25/2017,Teranga Gold Corporation,4354784,Gold,GHRC-011,Target Outline,Yes,Surface,Exploration,"1,688.19",TGZ-TSX,2.483,2.577,>100,266.53,276.66,3.80%,228,,,
Windfall Lake,905862,30439,Canada,Gold,5/24/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-837,Prefeas/Scoping,Yes,Surface,Extension,"8,431.61",OSK-TSX,3.627,3.758,>100,673.66,697.98,3.60%,230,,,
Goldlund,905809,26070,Canada,Gold,5/24/2017,First Mining Finance Corp.,4586283,Gold,GL-17-032,Reserves Development,No,Surface,Infill,"8,869.33",FF-TSX,0.482,0.499,>100,246.12,271.76,3.50%,232,,,
Yaoure,902201,28054,Cote d'Ivoire,Gold,5/18/2017,Perseus Mining Limited,4353296,Gold,YRC0840D,Feasibility Started,Yes,In Pit,Extension,"4,345.78",PRU-ASX,0.227,0.234,>100,234.05,242.08,3.40%,233,,,
Matilda,879102,39910,Australia,Gold,4/13/2017,Blackham Resources Limited,4242009,Gold,GAGC0127,Satellite,Yes,Underground,Extension,"5,335.34",BLK-ASX,0.277,0.22,>10 - 100,93.8,74.49,-20.60%,724,,,
Fekola,917982,30048,Mali,Gold,6/15/2017,B2Gold Corporation,4348392,Gold,FSER_173,Construction Started,Yes,Surface,Extension,"2,263.60",BTO-TSX,2.702,2.784,>100,"2,637.80","2,718.01",3.00%,241,,,
El Castillo,898158,30516,Mexico,Gold,5/8/2017,Argonaut Gold Inc.,4348750,Gold,17-CA-726,Operating,No,Surface,Infill,"4,160.31",AR-TSX,1.468,1.508,>100,259.75,266.89,2.80%,248,,,
Hot Maden,898698,41604,Turkey,Gold,5/9/2017,Mariana Resources Limited,4352069,Gold,HTD-109,Prefeas/Scoping,Yes,Surface,Extension,"62,830.50",719306,1.171,1.202,>100,153.1,160.76,2.70%,250,,,"Acquired by Sandstorm on 7/3/2017, so a historical funding key entered. "
Ergama,898742,49901,Turkey,Gold,5/9/2017,Mariana Resources Limited,4352069,Gold,ERD-04,Target Outline,No,Surface,Exploration,389.256,719306,1.171,1.202,>100,153.1,160.76,2.70%,250,,,"Acquired by Sandstorm on 7/3/2017, so a historical funding key entered. "
Ity,908323,25674,Cote d'Ivoire,Gold,5/29/2017,Endeavour Mining Corporation,4349981,Gold,FL15-007,Operating,Yes,Surface,Exploration,"12,383.93",EDV-TSX,15.909,16.305,>100,"1,535.43","1,573.35",2.50%,256,,,
McCoy/Cove,923919,24691,USA,Gold,6/21/2017,Premier Gold Mines Limited,4353435,Gold,PG17-09,Prefeas/Scoping,Yes,Surface,Extension,"11,992.80",PG-TSX,2.154,2.206,>100,434.08,444.62,2.40%,259,,,
Mercedes,923907,32453,Mexico,Gold,6/21/2017,Premier Gold Mines Limited,4353435,Gold,CO17-910DL-023,Operating,No,Underground,Extension,"7,915.90",PG-TSX,2.154,2.206,>100,434.08,444.62,2.40%,259,,,
Cariboo,879602,25889,Canada,Gold,4/17/2017,Barkerville Gold Mines Ltd.,4348461,Gold,IM-17-072,Commissioning,Yes,Surface,Extension,"44,192.33",BGM-TVX,0.694,0.708,>100,230.41,237.74,2.10%,263,,,
Lefroy,919790,78536,Australia,Gold,6/20/2017,Lefroy Exploration Limited,4747156,Gold,LEFA193,Target Outline,No,Surface,Exploration,304.632,LEX-ASX,0.125,0.099,<10,8.08,6.41,-21.30%,729,,,
Mt Magnet,874500,26595,Australia,Gold,4/4/2017,Ramelius Resources Limited,4353635,Gold,GXRC0542,Operating,No,In Pit,Infill,"9,523.23",RMS-ASX,0.399,0.314,>100,209.52,164.92,-21.30%,730,,,
Windfall Lake,895651,30439,Canada,Gold,5/3/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-820,Prefeas/Scoping,Yes,Surface,Infill,"99,006.30",OSK-TSX,3.576,3.627,>100,664.14,673.66,1.40%,287,,,
Hermosa,902662,24881,USA,Silver,5/18/2017,Arizona Mining Inc.,4355390,Silver,HDS-437,Prefeas/Scoping,Yes,Surface,Extension,"20,536.38",AZ-TSX,1.544,1.563,>100,456.58,460.61,1.20%,294,,,
Windfall Lake,903039,30439,Canada,Gold,5/19/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-807-W1,Prefeas/Scoping,Yes,Surface,Extension,"3,583.44",OSK-TSX,3.508,3.547,>100,651.42,658.8,1.10%,297,,,
Saramacca,918091,53412,Suriname,Gold,6/16/2017,IAMGOLD Corporation,4351155,Gold,SMDD17-168,Target Outline,No,Surface,Infill,"3,999.18",IMG-TSX,5.069,5.119,>100,"2,355.05","2,379.17",1.00%,298,,,
Premier,916297,25885,Canada,Gold,6/13/2017,Ascot Resources Ltd.,4348202,Gold,P17-1269,Reserves Development,Yes,Surface,Extension,"26,314.43",AOT-TVX,1.443,1.455,>100,203.06,204.69,0.80%,303,,,
West Musgrave,913629,31640,Australia,Nickel,6/8/2017,OZ Minerals Limited,4248891,Nickel,CZC0166,Prefeas/Scoping,No,Surface,Extension,840.966,OZL-ASX,5.464,5.502,>100,"1,632.04","1,643.32",0.70%,308,,,
Cascabel,935991,40393,Ecuador,Copper,6/21/2017,SolGold Plc,4354410,Copper,Hole 12,Target Outline,Yes,Surface,Extension,"89,211.72",SOLG-AIMLSE,0.476,0.478,>100,719.89,724.98,0.40%,314,,,
Windfall Lake,874690,30439,Canada,Gold,4/4/2017,Osisko Mining Inc.,4404986,Gold,OSK-UB-17-035,Prefeas/Scoping,No,Surface,Extension,991.586,OSK-TSX,3.681,3.684,>100,679.06,674.11,0.10%,324,,,
Hot Maden,916606,41604,Turkey,Gold,6/13/2017,Mariana Resources Limited,4352069,Gold,HTD-118,Prefeas/Scoping,Yes,Surface,Extension,"10,987.02",719306,1.267,1.268,>100,170.57,173.88,0.10%,325,,,"Acquired by Sandstorm on 7/3/2017, so a historical funding key entered. "
Golden Bear,907816,26979,Canada,Gold,5/25/2017,Osisko Mining Inc.,4404986,Gold,OSK-G17-348,Prefeas/Scoping,Yes,Surface,Extension,"1,743.19",OSK-TSX,3.645,3.641,>100,676.99,676.18,-0.10%,331,,,
Red Lake,891620,26049,Canada,Gold,4/26/2017,Goldcorp Incorporated,4350554,Gold,41L894,Operating,Yes,Underground,Extension,"10,790.21",GG-US,14.36,14.29,>100,"12,284.99","12,225.10",-0.50%,336,,,
Porcupine,891779,26167,Canada,Gold,4/26/2017,Goldcorp Incorporated,4350554,Gold,22753,Expansion,No,Surface,Infill,"8,948.65",GG-US,14.36,14.29,>100,"12,284.99","12,225.10",-0.50%,336,,,
Cochenour,888956,29408,Canada,Gold,4/26/2017,Goldcorp Incorporated,4350554,Gold,C39679,Advanced Exploration,Yes,Surface,Exploration,"5,944.30",GG-US,14.36,14.29,>100,"12,284.99","12,225.10",-0.50%,336,,,
Musselwhite,891469,26088,Canada,Gold,4/26/2017,Goldcorp Incorporated,4350554,Gold,16-PQE-070,Expansion,Yes,Underground,Extension,"5,216.87",GG-US,14.36,14.29,>100,"12,284.99","12,225.10",-0.50%,336,,,
Cerro Negro,892204,32883,Argentina,Gold,4/26/2017,Goldcorp Incorporated,4350554,Gold,BDD-17006,Operating,Yes,Surface,Extension,"4,497.95",GG-US,14.36,14.29,>100,"12,284.99","12,225.10",-0.50%,336,,,
Eleonore,892175,33345,Canada,Gold,4/26/2017,Goldcorp Incorporated,4350554,Gold,EST-16-01334,Operating,No,Underground,Infill,"2,750.88",GG-US,14.36,14.29,>100,"12,284.99","12,225.10",-0.50%,336,,,
Coffee,891619,37018,Canada,Gold,4/26/2017,Goldcorp Incorporated,4350554,Gold,CFR1278,Feasibility Complete,No,Surface,Infill,889.833,GG-US,14.36,14.29,>100,"12,284.99","12,225.10",-0.50%,336,,,
Borden Lake,891787,38097,Canada,Gold,4/26/2017,Goldcorp Incorporated,4350554,Gold,BL16-01001,Prefeas/Scoping,No,Surface,Extension,482.886,GG-US,14.36,14.29,>100,"12,284.99","12,225.10",-0.50%,336,,,
Fifteen Mile Stream,937724,26094,Canada,Gold,6/27/2017,Atlantic Gold Corporation,4354510,Gold,FMS-17-186,Prefeas/Scoping,Yes,Underground,Definition,"186,165.70",AGB-TVX,1.178,1.17,>100,207.37,206.56,-0.70%,347,,,
Cochrane Hill,937781,26092,Canada,Gold,6/27/2017,Atlantic Gold Corporation,4354510,Gold,CH-17-213,Feasibility Started,Yes,Surface,Definition,"10,789.15",AGB-TVX,1.178,1.17,>100,207.37,206.56,-0.70%,347,,,
Beta Hunt,877261,32824,Australia,Gold,4/10/2017,RNC Minerals,4353909,Gold,WFE17-03,Operating,Yes,Surface,Extension,"2,480.34",RNX-TSX,0.209,0.165,>10 - 100,57.75,45.45,-21.30%,731,,,
Mount Polley,877411,26823,Canada,Copper,4/10/2017,Imperial Metals Corporation,4351191,Copper,MU-17-25,Operating,Yes,Underground,Exploration,"12,867.75",III-TSX,4.48,4.439,>100,419.23,415.44,-0.90%,353,,,
Aurizona,936681,29573,Brazil,Gold,6/27/2017,Trek Mining Inc.,4367622,Gold,BRAZP587,Feasibility Started,Yes,In Pit,Infill,"14,193.02",TREK-TVX,0.838,0.83,>100,148.99,147.54,-1.00%,354,,,
Sissingue,900934,30719,Cote d'Ivoire,Gold,5/15/2017,Perseus Mining Limited,4353296,Gold,PADD017,Construction Started,Yes,Surface,Exploration,"2,160.39",PRU-ASX,0.214,0.212,>100,221.57,219.11,-1.10%,357,,,
Eagle River,891120,26807,Canada,Gold,4/27/2017,Wesdome Gold Mines Limited,4355310,Gold,900-E-71,Operating,Yes,Underground,Extension,"5,052.38",WDO-TSX,2.529,2.5,>100,335.11,331.53,-1.10%,358,,,
Mishi,891419,26117,Canada,Gold,4/27/2017,Wesdome Gold Mines Limited,4355310,Gold,BC17-191,Operating,Yes,Surface,Definition,"3,316.03",WDO-TSX,2.529,2.5,>100,335.11,331.53,-1.10%,358,,,
Dublin Gulch,911915,28196,Canada,Gold,6/5/2017,Victoria Gold Corp.,4355212,Gold,DG16-805C,Construction Planned,Yes,Surface,Extension,"2,199.95",VIT-TVX,0.474,0.468,>100,244.61,241.54,-1.30%,361,,,
West Musgrave,892170,31640,Australia,Nickel,5/1/2017,OZ Minerals Limited,4248891,Copper,CZD0017,Prefeas/Scoping,No,Surface,Extension,777.414,OZL-ASX,5.297,5.218,>100,"1,582.15","1,558.35",-1.50%,369,,,
C1 Santa Luz,875668,34034,Brazil,Gold,4/5/2017,Brio Gold Inc.,4579373,Gold,MP034,Prefeas/Scoping,No,Surface,Infill,"12,078.52",BRIO-TSX,2.435,2.396,>100,274.03,269.66,-1.60%,371,,,
Seabee,893769,25944,Canada,Gold,5/1/2017,SSR Mining Inc.,4354266,Gold,SUG-16-919,Operating,Yes,Underground,Extension,"10,142.64",SSRM-TSX,10.297,10.095,>100,"1,229.82","1,206.53",-2.00%,378,,,
Marigold,894467,24683,USA,Gold,5/1/2017,SSR Mining Inc.,4354266,Gold,MRA6437,Operating,Yes,Surface,Extension,"5,331.77",SSRM-TSX,10.297,10.095,>100,"1,229.82","1,206.53",-2.00%,378,,,
Galena Complex,909987,25488,USA,Silver,5/31/2017,Americas Silver Corporation,4354065,Lead,40-392,Operating,Yes,Surface,Extension,"4,107.67",USA-TSX,2.837,2.772,>100,112.95,110.36,-2.30%,389,,,
Guanajuato District,918324,33912,Mexico,Silver,6/19/2017,Great Panther Silver Limited,4360313,Gold,ESI16-174,Operating,Yes,Surface,Extension,"6,444.48",GPR-TSX,1.208,1.179,>100,202.73,197.93,-2.40%,396,,,
Cangrejos,936583,31098,Ecuador,Gold,6/26/2017,Lumina Gold Corp.,4353005,Gold,C17-58,Reserves Development,Yes,Surface,Infill,"29,844.25",LUM-TVX,0.551,0.537,>100,127.56,124.35,-2.50%,398,,,
Fifteen Mile Stream,905918,26094,Canada,Gold,5/24/2017,Atlantic Gold Corporation,4354510,Gold,FMS-17-118,Prefeas/Scoping,Yes,Underground,Definition,"3,548.99",AGB-TVX,1.142,1.112,>100,199.17,195.66,-2.70%,401,,,
Cochrane Hill,905987,26092,Canada,Gold,5/24/2017,Atlantic Gold Corporation,4354510,Gold,CH-17-168,Feasibility Started,Yes,Surface,Definition,"1,997.05",AGB-TVX,1.142,1.112,>100,199.17,195.66,-2.70%,401,,,
Windfall Lake,887138,30439,Canada,Gold,4/25/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-800,Prefeas/Scoping,Yes,Surface,Extension,"4,170.11",OSK-TSX,3.684,3.573,>100,674.11,663.57,-3.00%,408,,,
Sugar Zone,917817,30966,Canada,Gold,6/15/2017,Harte Gold Corporation,4350953,Gold,SZ-17-162,Preproduction,Yes,Surface,Extension,"10,017.17",HRT-TSX,0.5,0.485,>100,226.62,239.87,-3.00%,409,,,
Windfall Lake,875763,30439,Canada,Gold,4/5/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-792,Prefeas/Scoping,Yes,Surface,Extension,"16,387.66",OSK-TSX,3.776,3.653,>100,690.95,668.56,-3.20%,415,,,
Kamoa-Kakula,878470,38134,Dem. Rep. Congo,Copper,4/10/2017,Ivanhoe Mines Limited,4351368,Copper,DKMC_DD1124,Feasibility Started,Yes,Surface,Exploration,"3,867.34",IVN-TSX,3.628,3.503,>100,"2,849.21","2,750.67",-3.50%,419,,,
Valentine Lake,891073,28192,Canada,Gold,4/27/2017,Marathon Gold Corporation,4352057,Gold,MA-17-175,Reserves Development,Yes,Surface,Definition,"7,189.34",MOZ-TSX,0.892,0.86,>100,106.8,103.94,-3.60%,423,,,
Bisha,874646,32625,Eritrea,Zinc,4/4/2017,Nevsun Resources Limited,4352744,Zinc,HX-084,Operating,Yes,Surface,Infill,"16,102.38",NSU-TSX,2.569,2.476,>100,775.35,747.29,-3.60%,424,,,
Premier,907873,25885,Canada,Gold,5/25/2017,Ascot Resources Ltd.,4348202,Gold,P17-1242,Reserves Development,Yes,Surface,Exploration,"8,687.32",AOT-TVX,1.518,1.453,>100,213.49,204.45,-4.20%,433,,,
Cariboo,902971,25889,Canada,Gold,5/18/2017,Barkerville Gold Mines Ltd.,4348461,Gold,IM-17-097,Commissioning,Yes,Surface,Exploration,"13,630.82",BGM-TVX,0.875,0.837,>100,293.66,320,-4.30%,436,,,
Hollister,895558,26158,USA,Gold,5/3/2017,Klondex Mines Ltd.,4351640,Gold,G17-041,Reserves Development,No,Underground,Extension,"7,464.97",KDX-TSX,3.401,3.249,>100,603.12,576.11,-4.50%,440,,,
Patterson Lake South,911860,38860,Canada,U3O8,6/5/2017,Fission Uranium Corporation,4389004,U3O8,PLS17-553,Prefeas/Scoping,Yes,Surface,Extension,"40,570.74",FCU-TSX,0.466,0.445,>100,225.89,215.63,-4.50%,443,,,
Valentine Lake,909930,28192,Canada,Gold,5/31/2017,Marathon Gold Corporation,4352057,Gold,MA-17-176,Reserves Development,Yes,Surface,Extension,"7,399.05",MOZ-TSX,0.78,0.738,>100,106.96,101.25,-5.30%,459,,,
Goldlund,919805,26070,Canada,Gold,6/20/2017,First Mining Finance Corp.,4586283,Gold,GL-17-005,Reserves Development,No,Surface,Infill,"10,726.82",FF-TSX,0.485,0.458,>100,263.86,240.67,-5.40%,465,,,
Windfall Lake,876421,30439,Canada,Gold,4/6/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-743-W5,Prefeas/Scoping,No,Surface,Infill,"6,094.39",OSK-TSX,4.018,3.797,>100,735.22,694.92,-5.50%,468,,,
Cerro Quema,888564,29424,Panama,Gold,4/26/2017,Orla Mining Ltd.,4353686,Gold,CQDH-17-075,Construction Planned,Yes,In Pit,Exploration,"6,264.04",OLA-TVX,0.934,0.882,>100,130.4,123.18,-5.50%,469,,,
Sugar Zone,888788,30966,Canada,Gold,4/26/2017,Harte Gold Corporation,4350953,Gold,SZ-17-133,Preproduction,Yes,Surface,Extension,"3,088.41",HRT-TSX,0.5,0.47,>100,224.5,213.2,-5.90%,477,,,
Tucano,929582,31112,Brazil,Gold,6/26/2017,Beadell Resources Limited,4348500,Gold,F02294,Operating,Yes,Surface,Extension,"6,938.92",BDR-ASX,0.17,0.16,>100,210.08,197.48,-6.00%,479,,,
Arizona Strip,899078,34751,USA,U3O8,5/11/2017,Energy Fuels Inc.,4349995,U3O8,43,Operating,Yes,Underground,Definition,"57,136.69",EFR-TSX,1.669,1.562,>100,117.57,110.02,-6.40%,490,,,
Murchison,877603,26727,Australia,Gold,4/11/2017,Silver Lake Resources Limited,4354253,Gold,17MORC023,Operating,No,Surface,Infill,"1,070.45",SLR-ASX,0.45,0.343,>100,226.67,172.67,-23.80%,744,,,
Cariboo,907808,25889,Canada,Gold,5/25/2017,Barkerville Gold Mines Ltd.,4348461,Gold,IM-17-107,Commissioning,Yes,Surface,Extension,"16,958.40",BGM-TVX,0.87,0.81,>100,332.76,309.64,-6.90%,497,,,
Spargos Reward,904847,52604,Australia,Gold,5/23/2017,Mithril Resources Limited,4352521,Gold,KWRC007,Reserves Development,Yes,Surface,Extension,"3,244.36",MTH-ASX,0.003,0.002,<10,2.54,1.92,-24.60%,750,,,
Wheeler River,909561,34738,Canada,U3O8,5/26/2017,Denison Mines Corp.,4349692,U3O8,WR-633D3,Prefeas/Scoping,Yes,Underground,Extension,"47,664.19",DML-TSX,0.454,0.421,>100,253.71,235.46,-7.20%,509,,,
Altan Nar,920601,39511,Mongolia,Gold,6/8/2017,Erdene Resource Development Corporation,4216456,Gold,BKD-110,Reserves Development,Yes,Surface,Extension,"12,921.82",ERD-TSX,0.867,0.804,>100,126.14,117.05,-7.20%,510,,,
Back River,905477,26889,Canada,Gold,5/23/2017,Sabina Gold & Silver Corp.,4353959,Gold,17GSE511B,Feasibility Complete,Yes,Surface,Extension,"9,630.27",SBB-TSX,1.455,1.347,>100,325.31,301.13,-7.40%,515,,,
Ayawilca,895584,49885,Peru,Zinc,5/3/2017,Tinka Resources Limited,4354881,Zinc,A17-061,Reserves Development,Yes,Surface,Extension,"10,426.04",TK-TVX,0.546,0.504,>100,112.42,104.67,-7.70%,520,,,
Stawell Corridor,900544,67094,Australia,Gold,5/15/2017,Navarre Minerals Limited,4352703,Gold,RD006,Target Outline,Yes,Surface,Extension,"5,617.56",NML-ASX,0.029,0.022,<10,5.02,3.75,-25.20%,753,,,
Castle Mountain,919947,25452,USA,Gold,6/20/2017,NewCastle Gold Ltd.,4399786,Gold,CMM-215,Prefeas/Scoping,Yes,Surface,Definition,"3,024.55",NCA-TSX,0.75,0.691,>100,139.42,129.22,-7.80%,524,,,
Pilgangoora,881737,51956,Australia,Lithium,4/18/2017,Pilbara Minerals Limited,4364524,Lithium,PGC033,Construction Started,No,In Pit,Infill,"5,909.47",PLS-ASX,0.284,0.262,>100,363.12,334.74,-7.80%,526,,,
Altan Nar,909535,39511,Mongolia,Gold,5/30/2017,Erdene Resource Development Corporation,4216456,Gold,TND-105,Reserves Development,Yes,Surface,Extension,"5,671.81",ERD-TSX,0.915,0.84,>100,133.22,122.33,-8.20%,532,,,
Filo del Sol,877633,31067,Argentina,Copper,4/10/2017,Filo Mining Corporation,4789805,Copper,VRC111,Reserves Development,Yes,Surface,Extension,"8,209.02",FIL-TVX,1.643,1.507,>100,100.85,92.71,-8.30%,537,,,
Lamaque,910599,26023,Canada,Gold,5/31/2017,Integra Gold Corporation,4351248,Gold,P4-17-040W01M01,Reserves Development,Yes,Surface,Extension,"6,486.01",719216,0.802,0.731,>100,390.17,355.42,-8.90%,546,,,"Acquired by Eldorado Gold on July 10, 2017. So, using a historical funding key. "
Aurizona,902106,29573,Brazil,Gold,5/17/2017,Trek Mining Inc.,4367622,Gold,BRAZP582,Feasibility Started,Yes,Surface,Extension,"4,765.84",TREK-TVX,0.963,0.876,>100,171.11,155.74,-9.00%,549,,,
Windfall Lake,909283,30439,Canada,Gold,5/30/2017,Osisko Mining Inc.,4404986,Gold,OSK-W-17-837,Prefeas/Scoping,Yes,Surface,Extension,"34,616.66",OSK-TSX,3.609,3.279,>100,670.28,608.88,-9.20%,554,,,
Cariboo,912539,25889,Canada,Gold,6/6/2017,Barkerville Gold Mines Ltd.,4348461,Gold,CM-17-023,Commissioning,Yes,Surface,Extension,"4,317.81",BGM-TVX,0.808,0.733,>100,308.86,280.07,-9.30%,556,,,
