propertyName,intervalIdent,countryName,holeID,reportDate,reportingComp,stage,significantInterval,surfaceUnder,purpose,exchg,date1,date20,marketCapRange,marketCap1,marketCap20,within21,Rank,gainPercent,change
Bow,729034,Canada,2016-BOW-5,11/17/2016,Decade Resources Ltd.,Target Outline,No,Surface,Extension,DEC-TVX,0.0335,0.034,<10,2.81,2.85,FALSE,242,1,increase
Premier,711563,Canada,P16-1107,10/14/2016,Ascot Resources Ltd.,Reserves Development,Yes,In Pit,Extension,AOT-TVX,1.8121,1.606,>100,245.81,217.85,FALSE,501,-11,decrease
Premier,728869,Canada,P16-1179,11/16/2016,Ascot Resources Ltd.,Reserves Development,Yes,Surface,Extension,AOT-TVX,1.4547,1.3998,>100,197.32,189.87,FALSE,360,-3,decrease
Premier,733379,Canada,P16-1205,11/23/2016,Ascot Resources Ltd.,Reserves Development,Yes,Surface,Extension,AOT-TVX,1.4833,1.4176,>100,201.2,192.29,FALSE,373,-4,decrease
Edie Creek,705461,Papua New Guinea,EDD 019,10/5/2016,Niuminco Group Limited,Operating,No,Surface,Extension,NIU-ASX,0.0046,0.0046,<10,6.78,7.56,FALSE,279,0,same
Premier,748767,Canada,P16-1215,12/20/2016,Ascot Resources Ltd.,Reserves Development,Yes,Surface,Extension,AOT-TVX,1.3736,1.5287,>100,191.83,213.48,FALSE,113,11,increase
Cariboo,716455,Canada,BGM-16-514,10/19/2016,Barkerville Gold Mines Ltd.,Prefeas/Scoping,Yes,Surface,Extension,BGM-TVX,0.4797,0.4349,>100,145.3,131.71,FALSE,462,-9,decrease
Cariboo,728561,Canada,BGM-16-529,11/15/2016,Barkerville Gold Mines Ltd.,Prefeas/Scoping,Yes,Surface,Exploration,BGM-TVX,0.3388,0.3471,>100,102.62,105.13,FALSE,217,2,increase
Cariboo,747650,Canada,BGM-16-553,12/15/2016,Barkerville Gold Mines Ltd.,Prefeas/Scoping,Yes,Surface,Extension,BGM-TVX,0.3245,0.3273,>10 - 100,98.27,106.49,FALSE,247,0,same
Island,709266,Canada,620-517-44,10/12/2016,Richmont Mines Incorporated,Operating,Yes,Surface,Extension,RIC-TSX,8.4229,9.4014,>100,528.55,589.95,FALSE,111,11,increase
Magino,740481,Canada,MA16-RC-017,12/5/2016,Argonaut Gold Inc.,Prefeas/Scoping,Yes,In Pit,Extension,AR-TSX,1.9558,1.4499,>100,309.92,229.76,FALSE,675,-25,decrease
Seabee,724813,Canada,SUG-16-920,11/7/2016,Silver Standard Resources Inc.,Operating,Yes,Underground,Extension,SSRM-TSX,11.4318,9.6359,>100,1364.37,1150.54,FALSE,564,-15,decrease
Tartan Lake,743409,Canada,TL16-01,12/7/2016,Satori Resources Inc.,Reserves Development,Yes,Underground,Extension,BUD-TVX,0.0828,0.0925,<10,1.46,1.63,FALSE,110,11,increase
Lone Star,720147,Canada,LS16-58,11/1/2016,Klondike Gold Corp.,Reserves Development,Yes,Surface,Extension,KG-TVX,0.1492,0.1157,<10,8.06,6.25,FALSE,641,-22,decrease
QV,749184,Canada,16QVRAB032,12/19/2016,Comstock Metals Limited,Reserves Development,No,Surface,Extension,CSL-TVX,0.1272,0.1249,<10,7.19,7.06,FALSE,314,-1,decrease
Snip,704470,Canada,S-16-11,10/3/2016,Skeena Resources Limited,Target Outline,Yes,Surface,Extension,SKE-TVX,0.1142,0.0825,>10 - 100,59.49,42.99,FALSE,688,-27,decrease
Snip,720134,Canada,S-16-16,11/1/2016,Skeena Resources Limited,Target Outline,Yes,Surface,Extension,SKE-TVX,0.0821,0.056,>10 - 100,42.68,29.54,FALSE,713,-31,decrease
Macassa,723440,Canada,53-2921,11/7/2016,Kirkland Lake Gold Inc.,Operating,Yes,Underground,Extension,718513,6.9202,5.2102,>100,813.15,612.21,FALSE,663,-24,decrease
Lingman Lake,744236,Canada,87-54,12/8/2016,Signature Resources Limited,Reserves Development,Yes,Surface,Extension,SGU-TVX,0.0906,0.0921,<10,5.87,5.97,FALSE,235,1,increase
Eastmain,705658,Canada,EM16-H2,10/5/2016,Eastmain Resources Inc.,Reserves Development,Yes,Surface,Exploration,ER-TSX,0.5852,0.5992,>100,102.62,105.07,FALSE,218,2,increase
Eastmain,727618,Canada,EM16-76,11/14/2016,Eastmain Resources Inc.,Reserves Development,Yes,Surface,Extension,ER-TSX,0.4289,0.3686,>10 - 100,75.21,64.63,FALSE,540,-14,decrease
Karlawinda,747794,Australia,KBRC025,12/16/2016,Capricorn Metals Ltd,Feasibility Started,No,Surface,Extension,CMM-ASX,0.0677,0.0808,>10 - 100,21.34,39.35,FALSE,66,19,increase
Cape Ray,723129,Canada,CR_16_32,11/4/2016,Benton Resources Inc.,Prefeas/Scoping,Yes,Surface,Extension,BEX-TVX,0.0747,0.0519,<10,5.9,4.1,FALSE,709,-30,decrease
Edie Creek,742947,Papua New Guinea,EDD 022,12/7/2016,Niuminco Group Limited,Operating,No,Surface,Extension,NIU-ASX,0.0037,0.0036,<10,6.15,5.92,FALSE,361,-3,decrease
Cape Ray,733761,Canada,CR-16-52,11/24/2016,Benton Resources Inc.,Prefeas/Scoping,Yes,Surface,Extension,BEX-TVX,0.0555,0.0611,<10,4.39,4.82,FALSE,127,9,increase
Greenwood,745816,Canada,GD_CS1_12/13/2016,12/13/2016,Golden Dawn Minerals Inc.,Prefeas/Scoping,Yes,Surface,Exploration,GOM-TVX,0.2018,0.1752,>10 - 100,19.16,16.63,FALSE,527,-13,decrease
Mineral Ridge,744877,USA,MR162081,12/8/2016,Scorpio Gold Corporation,Operating,Yes,In Pit,Extension,SGN-TVX,0.0528,0.0553,<10,6.6,6.9,FALSE,190,4,increase
Hollister,717437,USA,GLOR15-034,10/11/2016,Klondex Mines Ltd.,Reserves Development,Yes,Underground,Extension,KDX-TSX,4.8963,5.5133,>100,724.92,816.28,FALSE,104,12,increase
Colomac,709066,Canada,C16-03B,10/12/2016,Nighthawk Gold Corp.,Reserves Development,Yes,Surface,Extension,NHK-TSX,0.333,0.3811,>10 - 100,44.99,58.17,FALSE,87,14,increase
Colomac,733698,Canada,C16-07B,11/24/2016,Nighthawk Gold Corp.,Reserves Development,Yes,Surface,Extension,NHK-TSX,0.3258,0.3359,>10 - 100,49.73,52.01,FALSE,210,3,increase
Colomac,753737,Canada,G16-10,12/21/2016,Nighthawk Gold Corp.,Reserves Development,Yes,Surface,Extension,NHK-TSX,0.3137,0.3711,>10 - 100,48.57,57.45,FALSE,75,18,increase
Val-dOr East,742778,Canada,PC-16-90,12/6/2016,Probe Metals Inc.,Reserves Development,Yes,Surface,Extension,PRB-TVX,0.8829,0.9617,>10 - 100,75.45,82.47,FALSE,139,8,increase
El Colomo,714351,Mexico,GC_01_10.13.2016,10/13/2016,Gainey Capital Corp.,Target Outline,No,Surface,Exploration,GNC-TVX,0.2072,0.1941,<10,7.68,7.19,FALSE,407,-6,decrease
Davyhurst,728084,Australia,MIRC158,11/15/2016,Eastern Goldfields Limited,Feasibility Started,Yes,In Pit,Definition,EGS-ASX,0.1732,0.1569,>10 - 100,84.78,76.82,FALSE,463,-9,decrease
Viking,730142,Canada,VK-16-130,11/17/2016,Anaconda Mining Inc.,Reserves Development,No,Surface,Exploration,ANX-TSX,0.0447,0.0415,<10,9.35,8.69,FALSE,424,-7,decrease
Davyhurst,733417,Australia,CNDD007,11/24/2016,Eastern Goldfields Limited,Feasibility Started,Yes,In Pit,Extension,EGS-ASX,0.1699,0.1503,>10 - 100,83.18,73.52,FALSE,502,-11,decrease
Davyhurst,746904,Australia,MIRC003,12/15/2016,Eastern Goldfields Limited,Feasibility Started,Yes,In Pit,Extension,EGS-ASX,0.1503,0.2038,>10 - 100,73.52,100.49,FALSE,22,35,increase
Davyhurst,754233,Australia,SKRC082,11/23/2016,Eastern Goldfields Limited,Feasibility Started,Yes,Surface,Definition,EGS-ASX,0.1624,0.1537,>10 - 100,79.49,75.76,FALSE,383,-5,decrease
Murrin Murrin,704992,Australia,MMRC039,10/4/2016,GME Resources Limited,Reserves Development,Yes,In Pit,Extension,GME-ASX,0.0222,0.0213,>10 - 100,10.25,9.83,FALSE,368,-4,decrease
Toiyabe,717523,USA,T-1601C,10/24/2016,Starcore International Mines Ltd.,Reserves Development,Yes,Surface,Extension,SAM-TSX,0.54,0.3919,>10 - 100,26.54,19.26,FALSE,686,-27,decrease
Moline,748478,Australia,MORC010,12/19/2016,PNX Metals Limited,Target Outline,Yes,In Pit,Exploration,PNX-ASX,0.0189,0.0227,>10 - 100,13.94,16.7,FALSE,63,19,increase
O'Brien,738937,Canada,OB-16-14,12/5/2016,Radisson Mining Resources Inc.,Prefeas/Scoping,Yes,Surface,Extension,RDS-TVX,0.1429,0.111,>10 - 100,15.24,11.83,FALSE,639,-22,decrease
Pinnacles,714532,Australia,NMPRC16,10/17/2016,Saracen Mineral Holdings Limited,Reserves Development,No,Surface,Extension,SAR-ASX,0.9149,1.012,>100,737.61,816.83,FALSE,120,10,increase
Barry United,719756,Canada,BE-16-09,10/31/2016,Metanor Resources Inc.,Prefeas/Scoping,Yes,Surface,Extension,MTO-TVX,0.636,0.4807,>10 - 100,27.74,20.97,FALSE,660,-24,decrease
Barry United,728470,Canada,MB-16-24,11/15/2016,Metanor Resources Inc.,Prefeas/Scoping,Yes,Surface,Extension,MTO-TVX,0.5156,0.415,>10 - 100,22.49,18.21,FALSE,620,-19,decrease
Lake Roe,745285,Australia,SRC003,12/13/2016,Carnavale Resources Limited,Target Outline,No,Surface,Exploration,CAV-ASX,0.0052,0.0058,<10,2.41,2.66,FALSE,124,10,increase
Mt Magnet,748711,Australia,GXRC0502,12/19/2016,Ramelius Resources Limited,Operating,Yes,In Pit,Extension,RMS-ASX,0.3386,0.4538,>100,177.84,238.38,FALSE,25,34,increase
Quinns,722246,Australia,16LCRC026,11/4/2016,Latitude Consolidated Limited,Reserves Development,Yes,Surface,Extension,LCD-ASX,0.043,0.0274,<10,3.6,2.3,FALSE,728,-36,decrease
Timmins Porcupine West,708078,Canada,37986136,10/11/2016,Explor Resources Inc.,Reserves Development,No,Surface,Exploration,EXS-TVX,0.0604,0.0522,<10,6.55,5.67,FALSE,530,-13,decrease
Sakami,725043,Canada,R5,11/8/2016,Canada Strategic Metals Inc.,Target Outline,No,Surface,Exploration,CJC-TVX,0.1082,0.0932,<10,8.17,7.04,FALSE,537,-13,decrease
Quinns,733085,Australia,16LCRC026,11/23/2016,Latitude Consolidated Limited,Reserves Development,No,Surface,Extension,LCD-ASX,0.0273,0.03,<10,2.29,2.57,FALSE,130,9,increase
Santa Gertrudis,716025,Mexico,318,10/19/2016,GoGold Resources Inc.,Construction Started,Yes,Surface,Extension,GGD-TSX,0.4645,0.4724,>10 - 100,79.61,80.95,FALSE,233,1,increase
Rosebute,718983,Canada,RO16-15,10/27/2016,Independence Gold Corp.,Target Outline,No,Surface,Extension,IGO-TVX,0.1274,0.108,<10,7.07,5.92,FALSE,558,-15,decrease
Murchison,715492,Australia,16MORC043,10/18/2016,Musgrave Minerals Limited,Operating,Yes,Surface,Extension,MGV-ASX,0.0724,0.0723,>10 - 100,13.03,13.02,FALSE,275,0,same
Murchison,721246,Australia,16MORC048,11/3/2016,Musgrave Minerals Limited,Operating,Yes,Surface,Extension,MGV-ASX,0.092,0.0658,>10 - 100,16.57,11.84,FALSE,697,-28,decrease
Murchison,725108,Australia,16MORC052,11/9/2016,Silver Lake Resources Limited,Operating,Yes,Surface,Extension,SLR-ASX,0.4514,0.4182,>100,227.39,210.63,FALSE,429,-7,decrease
Richardson,716034,USA,NER_CS1_10-18-2016,10/18/2016,Northern Empire Resources Corp.,Target Outline,Yes,In Pit,Exploration,NM-TVX,0.3309,0.3357,<10,3.58,3.63,FALSE,240,1,increase
El Topacio,708875,Nicaragua,48788,10/12/2016,Oro Verde Limited,Reserves Development,Yes,Surface,Extension,OVL-ASX,0.0174,0.0161,>10 - 100,11.66,10.95,FALSE,428,-7,decrease
Akorade,720688,Ghana,16APR003,11/1/2016,Castle Peak Mining Limited,Reserves Development,No,Surface,Extension,CAP-TVX,0.0224,0.0187,<10,2.97,2.48,FALSE,581,-16,decrease
Syama,717734,Mali,SYDD442,10/25/2016,Resolute Mining Limited,Expansion,Yes,Underground,Extension,RSG-ASX,1.2777,0.9187,>100,939.66,677.05,FALSE,694,-28,decrease
Talapoosa,744500,USA,N601155,12/7/2016,Timberline Resources Corporation,Prefeas/Scoping,No,Surface,Extension,TLRS-US,0.3155,0.262,<10,7.61,6.32,FALSE,587,-16,decrease
Grizzly,727958,Canada,372702,11/14/2016,GFK Resources Inc.,Exploration,No,Surface,Exploration,OOR-TVX,0.0998,0.0827,<10,4.96,4.11,FALSE,590,-17,decrease
Mt York,729645,Australia,KMYD 002,11/17/2016,Kairos Minerals Limited,Reserves Development,Yes,Surface,Extension,KAI-ASX,0.0351,0.0299,>10 - 100,13.66,11.64,FALSE,553,-14,decrease
Karlawinda,744522,Australia,KBRC436,12/9/2016,Capricorn Metals Ltd,Feasibility Started,No,Surface,Extension,CMM-ASX,0.0694,0.0757,>10 - 100,21.87,23.88,FALSE,137,9,increase
Homase,727391,Ghana,16AKRC011,11/11/2016,GoldStone Resources Limited,Reserves Development,No,Surface,Extension,GRL-AIMLSE,0.0218,0.0177,<10,1.56,1.27,FALSE,616,-19,decrease
Mt Morgans,706300,Australia,16JUDD404,10/10/2016,Dacian Gold Limited,Feasibility Started,No,Surface,Extension,DCN-ASX,2.3331,2.4961,>100,326.03,348.81,FALSE,158,6,increase
Spectrum,745587,Canada,S16-095,12/12/2016,Skeena Resources Limited,Reserves Development,Yes,Surface,Extension,SKE-TVX,0.0494,0.0559,>10 - 100,26.06,29.96,FALSE,99,13,increase
Ox Mountains,721527,Ireland,PM_CS_11.3.2016,11/3/2016,Playfair Mining Ltd.,Target Outline,No,Surface,Exploration,PLY-TVX,0.112,0.0852,<10,5.72,4.35,FALSE,654,-23,decrease
Armagh-Monaghan,721530,Ireland,CG_01_11.3.2016,11/3/2016,Conroy Gold and Natural Resources Plc,Prefeas/Scoping,No,Surface,Extension,CGNR-AIMLSE,0.3106,0.2356,<10,3.42,2.59,FALSE,657,-24,decrease
KSM,715690,Canada,IC-16-62,10/18/2016,Seabridge Gold Inc.,Prefeas/Scoping,Yes,Surface,Extension,SEA-TSX,10.817,10.6693,>100,585.62,577.62,FALSE,302,-1,decrease
KSM,728488,Canada,K-16-52B,11/15/2016,Seabridge Gold Inc.,Prefeas/Scoping,Yes,Surface,Extension,SEA-TSX,9.1117,10.3682,>100,493.72,561.81,FALSE,95,13,increase
Fancamp,727672,Canada,Trench B,11/14/2016,Quinto Real Capital Corporation,Exploration,No,Surface,Exploration,QIT-TVX,0.0813,0.0602,<10,1.88,1.39,FALSE,677,-26,decrease
Treaty Creek,708061,Canada,CB-16-03,10/11/2016,Teuton Resources Corporation,Target Outline,Yes,Surface,Exploration,TUO-TVX,0.166,0.1791,<10,4.75,5.13,FALSE,148,7,increase
Treaty Creek,718638,Canada,CB-16-03,10/26/2016,Teuton Resources Corporation,Target Outline,Yes,Surface,Exploration,TUO-TVX,0.2022,0.1484,<10,5.79,4.25,FALSE,681,-26,decrease
Granada,726081,Canada,GR?16?03,11/9/2016,Granada Gold Mine Inc.,Prefeas/Scoping,Yes,Surface,Extension,GGM-TVX,0.06,0.0483,>10 - 100,23.85,19.22,FALSE,619,-19,decrease
Mutsk,735959,Armenia,OG16-58,11/29/2016,Orogen Gold Plc,Target Outline,No,Surface,Extension,ORE-AIMLSE,0.0438,0.031,<10,1.37,0.97,FALSE,701,-29,decrease
Hyland,727679,Canada,HY-16-50,11/14/2016,Banyan Gold Corp.,Reserves Development,Yes,Surface,Extension,BYN-TVX,0.0407,0.0564,<10,1.91,2.65,FALSE,18,38,increase
Mutsk,724817,Armenia,OG16-57,11/8/2016,Orogen Gold Plc,Target Outline,No,Surface,Extension,ORE-AIMLSE,0.062,0.0438,<10,1.94,1.37,FALSE,703,-29,decrease
Brewery Creek,711337,Canada,GT16-011,10/13/2016,Golden Predator Mining Corp.,Prefeas/Scoping,Yes,Surface,Extension,GPY-TVX,0.6027,0.5824,>10 - 100,45.38,44.37,FALSE,350,-3,decrease
Mt Holland - Gold,786866,Australia,KEGR042,10/28/2016,Kidman Resources Limited,Prefeas/Scoping,Yes,Surface,Extension,KDR-ASX,0.3988,0.3175,>100,125.99,100.31,FALSE,629,-20,decrease
Red Mountain,730419,Canada,MC16-08,11/17/2016,IDM Mining Ltd.,Feasibility Started,Yes,Surface,Extension,IDM-TVX,0.1229,0.1095,>10 - 100,34.78,30.56,FALSE,492,-10,decrease
Yamarna,706150,Australia,16DHRC0031,10/10/2016,Gold Road Resources Limited,Feasibility Started,No,Surface,Extension,GOR-ASX,0.4131,0.436,>100,359.04,379.2,FALSE,172,5,increase
Brett,731000,Canada,1,11/21/2016,Ximen Mining Corp.,Target Outline,No,Surface,Exploration,XIM-TVX,0.085,0.057,<10,3.98,2.67,FALSE,721,-33,decrease
Red Mountain,741900,Canada,U16-1220,12/6/2016,IDM Mining Ltd.,Feasibility Started,Yes,Underground,Extension,IDM-TVX,0.1094,0.0999,>10 - 100,30.55,27.89,FALSE,449,-8,decrease
Railroad-Pinion,711128,USA,DS16-24,10/13/2016,Gold Standard Ventures Corporation,Reserves Development,Yes,Surface,Extension,GSV-TVX,2.3806,2.3593,>100,496.12,522.58,FALSE,292,0,same
Mutsk,746312,Armenia,OG15-59,12/14/2016,Orogen Gold Plc,Target Outline,No,Surface,Extension,ORE-AIMLSE,0.0634,0.0306,<10,1.99,0.96,FALSE,749,-51,decrease
Dorothy Dobie,717242,Canada,DOB-09-14,10/21/2016,White Metal Resources Corp.,Reserves Development,Yes,Surface,Extension,WHM-TVX,0.0454,0.037,<10,1.33,1.08,FALSE,610,-18,decrease
Orivesi,716657,Finland,KU-1529,10/20/2016,Dragon Mining Limited,Operating,Yes,Underground,Extension,DRA-ASX,0.2039,0.2257,>10 - 100,18.12,20.05,FALSE,118,10,increase
La Colorada,704818,Mexico,16-LCRC-414,10/3/2016,Argonaut Gold Inc.,Operating,Yes,In Pit,Extension,AR-TSX,2.6256,2.3026,>100,416.07,364.89,FALSE,513,-12,decrease
Del Norte,725104,Canada,DN-16-05,11/8/2016,Teuton Resources Corporation,Target Outline,Yes,Surface,Exploration,TUO-TVX,0.1641,0.123,<10,4.7,3.52,FALSE,666,-25,decrease
Barsele,719464,Sweden,CNT16-006,10/27/2016,Barsele Minerals Corp.,Reserves Development,Yes,Surface,Definition,BME-TVX,0.8996,0.6704,>10 - 100,95.35,71.06,FALSE,672,-25,decrease
Barsele,746833,Sweden,CNT16012,12/14/2016,Barsele Minerals Corp.,Reserves Development,Yes,Surface,Extension,BME-TVX,0.7774,0.7607,>10 - 100,82.88,81.1,FALSE,321,-2,decrease
Woolgar,724614,Australia,LR0281,11/7/2016,Strategic Minerals Corporation N.L.,Reserves Development,Yes,Surface,Extension,SMC-ASX,0.2517,0.2218,>10 - 100,15.78,13.91,FALSE,506,-11,decrease
Clavo Rico,729651,Honduras,CMCS-09,11/17/2016,"Inception Mining, Inc.",Operating,Yes,Surface,Exploration,IMII-US,0.395,0.49,>10 - 100,19.74,24.52,FALSE,49,24,increase
Chevrier,730258,Canada,T-7,11/17/2016,Genesis Metals Corp.,Reserves Development,Yes,Surface,Exploration,GIS-TVX,0.1006,0.0906,<10,4.12,3.71,FALSE,472,-9,decrease
Chevrier,743255,Canada,GFA-171,12/6/2016,Genesis Metals Corp.,Reserves Development,Yes,Surface,Exploration,GIS-TVX,0.0943,0.0888,<10,3.87,3.64,FALSE,394,-5,decrease
Chevrier,745512,Canada,FA-51,12/12/2016,Genesis Metals Corp.,Reserves Development,Yes,Surface,Exploration,GIS-TVX,0.0836,0.0745,<10,3.43,3.06,FALSE,487,-10,decrease
Valentine Lake,720728,Canada,MA-16-128,11/2/2016,Marathon Gold Corporation,Reserves Development,Yes,Surface,Extension,MOZ-TSX,0.5007,0.41,>10 - 100,58.61,48.38,FALSE,607,-18,decrease
Valentine Lake,730997,Canada,MA-16-136,11/21/2016,Marathon Gold Corporation,Reserves Development,Yes,Surface,Extension,MOZ-TSX,0.3846,0.4254,>10 - 100,45.38,50.2,FALSE,121,10,increase
Claudia,748680,Argentina,IODDH-20,12/16/2016,Mirasol Resources Ltd.,Target Outline,No,Surface,Exploration,MRZ-TVX,0.9199,1.1508,>10 - 100,45.1,56.31,FALSE,45,25,increase
Valentine Lake,746761,Canada,MA-16-149,12/14/2016,Marathon Gold Corporation,Reserves Development,Yes,Surface,Extension,MOZ-TSX,0.4039,0.4177,>10 - 100,47.67,49.29,FALSE,207,3,increase
Madsen,704309,Canada,PG16-198,10/3/2016,Pure Gold Mining Inc.,Prefeas/Scoping,Yes,Surface,Extension,PGM-TVX,0.5708,0.525,>10 - 100,98.51,90.61,FALSE,439,-8,decrease
Madsen,720343,Canada,PG16-229,10/31/2016,Pure Gold Mining Inc.,Prefeas/Scoping,Yes,Surface,Extension,PGM-TVX,0.5163,0.3587,>10 - 100,89.1,61.9,FALSE,708,-30,decrease
Madsen,727644,Canada,PG16-233,11/14/2016,Pure Gold Mining Inc.,Prefeas/Scoping,Yes,Surface,Extension,PGM-TVX,0.3513,0.346,>10 - 100,60.62,59.72,FALSE,310,-1,decrease
Madsen,753199,Canada,PG16-279,12/20/2016,Pure Gold Mining Inc.,Prefeas/Scoping,Yes,Surface,Extension,PGM-TVX,0.321,0.4087,>10 - 100,55.4,70.53,FALSE,38,27,increase
Dublin Gulch,732572,Canada,DG16-750C,11/22/2016,Victoria Gold Corp.,Feasibility Complete,Yes,Surface,Extension,VIT-TVX,0.403,0.3732,>100,202.46,187.63,FALSE,430,-7,decrease
San Gregorio,709031,Uruguay,DDHUGSG16-024_07,10/12/2016,Orosur Mining Inc.,Operating,Yes,Underground,Extension,OMI-TSX,0.1854,0.2242,>10 - 100,18.47,22.4,FALSE,58,20,increase
Chelopech,751376,Bulgaria,EXT150_440_06,12/20/2016,Dundee Precious Metals Inc.,Operating,Yes,Surface,Extension,DPM-TSX,1.5155,2.3763,>100,243.37,381.6,FALSE,9,56,increase
Davyhurst,739273,Australia,MIRC184,12/6/2016,Eastern Goldfields Limited,Feasibility Started,No,In Pit,Infill,EGS-ASX,0.1569,0.1579,>10 - 100,76.82,77.2,FALSE,248,0,same
Northshore,720068,Canada,A-16-20,11/1/2016,Balmoral Resources Ltd.,Reserves Development,Yes,Surface,Extension,BAR-TSX,0.6565,0.6717,>10 - 100,82.27,84.3,FALSE,220,2,increase
Amancaya,746874,Chile,AM-038,12/15/2016,Austral Gold Limited,Feasibility Started,No,Surface,Infill,AGD-ASX,0.1015,0.1201,>10 - 100,52.67,62.32,FALSE,74,18,increase
Clarence Stream,793155,Canada,CS-331,12/20/2016,Galway Metals Inc.,Reserves Development,No,Surface,Extension,GWM-TVX,0.224,0.2649,>10 - 100,13.01,15.39,FALSE,76,18,increase
Leonora,736698,Australia,MR16RC028,12/1/2016,Kin Mining NL,Prefeas/Scoping,Yes,Surface,Extension,KIN-ASX,0.1846,0.1341,>10 - 100,21.06,15.29,FALSE,685,-27,decrease
Sandstone,706566,Australia,MSRC052,10/11/2016,Middle Island Resources Limited,Advanced Exploration,Yes,In Pit,Extension,MDI-ASX,0.0526,0.0487,>10 - 100,24.65,22.84,FALSE,427,-7,decrease
Sandstone,746807,Australia,MSRC177,12/15/2016,Middle Island Resources Limited,Prefeas/Scoping,Yes,Surface,Extension,MDI-ASX,0.0323,0.0182,>10 - 100,15.16,8.53,FALSE,746,-43,decrease
Okvau-Ochung,731879,Cambodia,DD16OKVMET005,10/18/2016,Emerald Resources NL,Feasibility Started,No,Surface,Metallurgical,EMR-ASX,0.032,0.0369,>10 - 100,66.32,76.51,FALSE,83,15,increase
Bolgatanga,754982,Ghana,NMDD035,12/20/2016,Cardinal Resources Limited,Reserves Development,No,Surface,Extension,CDV-ASX,0.156,0.1799,>10 - 100,47.42,54.7,FALSE,84,15,increase
Yellowknife City,727070,Canada,TWL16-026,11/10/2016,TerraX Minerals Inc.,Reserves Development,Yes,Surface,Extension,TXR-TVX,0.5135,0.4384,>10 - 100,51.08,43.62,FALSE,551,-14,decrease
Goldbanks,727683,USA,GB13-07,10/26/2016,Premier Gold Mines Limited,Reserves Development,Yes,Surface,Discovery,PG-TSX,2.5165,1.8109,>100,505.8,364.56,FALSE,692,-28,decrease
Iskut,718481,Canada,JM-16-06,10/26/2016,Seabridge Gold Inc.,Reserves Development,Yes,Surface,Exploration,SEA-TSX,11.1744,9.574,>100,604.96,518.77,FALSE,546,-14,decrease
Mt Celia,711436,Australia,BPC103,10/14/2016,Legacy Iron Ore Limited,Reserves Development,Yes,Surface,Extension,LCY-ASX,0.0038,0.0038,<10,5.54,5.64,FALSE,231,1,increase
Kibi,716545,Ghana,CCDD16022,10/19/2016,Xtra-Gold Resources Corp.,Reserves Development,Yes,Surface,Extension,XTG-TSX,0.2094,0.1837,>10 - 100,10.15,8.9,FALSE,512,-12,decrease
Buckreef,715695,Tanzania,BMDD202,10/18/2016,Tanzanian Royalty Exploration Corporation,Commissioning,Yes,Surface,Extension,TNX-TSX,0.6542,0.6491,>10 - 100,71.36,70.8,FALSE,289,0,same
Tuvatu,753690,Fiji,TUDDH 410,12/21/2016,Lion One Metals Limited,Prefeas/Scoping,No,Surface,Infill,LIO-TVX,0.6124,0.6968,>10 - 100,62.29,70.87,FALSE,96,13,increase
Tijirit,705577,Mauritania,T16RC081,10/5/2016,Algold Resources Limited,Reserves Development,Yes,Surface,Extension,ALG-TVX,0.2812,0.2659,>10 - 100,34.44,32.56,FALSE,386,-5,decrease
Tijirit,735477,Mauritania,T16RC136,11/28/2016,Algold Resources Limited,Reserves Development,Yes,Surface,Extension,ALG-TVX,0.1887,0.1758,>10 - 100,23.11,22.07,FALSE,417,-6,decrease
Wassa,738922,Ghana,BS16DD009,12/5/2016,Golden Star Resources Limited,Expansion,Yes,Surface,Infill,GSS-US,0.839,0.7068,>100,275.82,232.36,FALSE,566,-15,decrease
San Albino-Murra,705973,Nicaragua,SA16-RC-61,10/6/2016,Golden Reign Resources Ltd.,Prefeas/Scoping,Yes,Surface,Extension,GRR-TVX,0.2274,0.2212,>10 - 100,37.13,36.11,FALSE,337,-2,decrease
San Albino-Murra,715625,Nicaragua,AR16-TR-23,10/17/2016,Golden Reign Resources Ltd.,Prefeas/Scoping,Yes,In Pit,Extension,GRR-TVX,0.1977,0.2163,>10 - 100,32.28,35.31,FALSE,136,9,increase
Abu Marawat,708115,Egypt,AHA-067,10/11/2016,Aton Resources Inc.,Reserves Development,Yes,Surface,Extension,AAN-TVX,0.0566,0.056,<10,6.39,6.32,FALSE,295,-1,decrease
Abu Marawat,727097,Egypt,AHA-079,11/10/2016,Aton Resources Inc.,Reserves Development,Yes,Surface,Extension,AAN-TVX,0.0484,0.0483,<10,5.46,5.45,FALSE,276,0,same
Abu Marawat,735968,Egypt,AHA-092,11/29/2016,Aton Resources Inc.,Reserves Development,Yes,Surface,Extension,AAN-TVX,0.0522,0.0485,<10,5.89,8.91,FALSE,420,-7,decrease
El Penon,719530,Chile,SNX0682,10/27/2016,Yamana Gold Inc.,Operating,Yes,Underground,Extension,YRI-TSX,3.6809,3.1583,>100,3488.05,2992.79,FALSE,543,-14,decrease
Yamarna,714357,Australia,12ALRC0031,10/17/2016,Gold Road Resources Limited,Feasibility Started,Yes,Surface,Extension,GOR-ASX,0.4346,0.483,>100,377.72,420.06,FALSE,114,11,increase
Yamarna,720672,Australia,16ATRC0021,11/1/2016,Gold Road Resources Limited,Feasibility Complete,Yes,Surface,Extension,GOR-ASX,0.4299,0.4531,>100,373.85,394.29,FALSE,175,5,increase
